year,indicator,num_countries,rel_count,_indicator
1993,4.2.1,0.0,193,04_02_01
1994,4.2.1,0.0,193,04_02_01
1995,4.2.1,0.0,193,04_02_01
1996,4.2.1,0.0,193,04_02_01
1997,4.2.1,0.0,193,04_02_01
1998,4.2.1,0.0,193,04_02_01
1999,4.2.1,0.0,193,04_02_01
2000,4.2.1,0.0,193,04_02_01
2001,4.2.1,0.0,193,04_02_01
2002,4.2.1,0.0,193,04_02_01
2003,4.2.1,0.0,193,04_02_01
2004,4.2.1,0.0,193,04_02_01
2005,4.2.1,0.0,193,04_02_01
2006,4.2.1,0.0,193,04_02_01
2007,4.2.1,0.0,193,04_02_01
2008,4.2.1,0.0,193,04_02_01
2009,4.2.1,0.0,193,04_02_01
2010,4.2.1,2.0,193,04_02_01
2011,4.2.1,5.0,193,04_02_01
2012,4.2.1,8.0,193,04_02_01
2013,4.2.1,3.0,193,04_02_01
2014,4.2.1,15.0,193,04_02_01
2015,4.2.1,8.0,193,04_02_01
2016,4.2.1,7.0,193,04_02_01
2017,4.2.1,10.0,193,04_02_01
2018,4.2.1,13.0,193,04_02_01
2019,4.2.1,4.0,193,04_02_01
2020,4.2.1,0.0,193,04_02_01
1990,4.2.2,0.0,193,04_02_02
1991,4.2.2,0.0,193,04_02_02
1992,4.2.2,0.0,193,04_02_02
1993,4.2.2,0.0,193,04_02_02
1994,4.2.2,0.0,193,04_02_02
1995,4.2.2,0.0,193,04_02_02
1996,4.2.2,0.0,193,04_02_02
1997,4.2.2,0.0,193,04_02_02
1998,4.2.2,0.0,193,04_02_02
1999,4.2.2,0.0,193,04_02_02
2000,4.2.2,66.0,193,04_02_02
2001,4.2.2,76.0,193,04_02_02
2002,4.2.2,77.0,193,04_02_02
2003,4.2.2,83.0,193,04_02_02
2004,4.2.2,88.0,193,04_02_02
2005,4.2.2,91.0,193,04_02_02
2006,4.2.2,95.0,193,04_02_02
2007,4.2.2,97.0,193,04_02_02
2008,4.2.2,100.0,193,04_02_02
2009,4.2.2,105.0,193,04_02_02
2010,4.2.2,111.0,193,04_02_02
2011,4.2.2,119.0,193,04_02_02
2012,4.2.2,120.0,193,04_02_02
2013,4.2.2,130.0,193,04_02_02
2014,4.2.2,130.0,193,04_02_02
2015,4.2.2,134.0,193,04_02_02
2016,4.2.2,127.0,193,04_02_02
2017,4.2.2,116.0,193,04_02_02
2018,4.2.2,63.0,193,04_02_02
2019,4.2.2,4.0,193,04_02_02
2020,4.2.2,0.0,193,04_02_02
1990,4.3.1,0.0,193,04_03_01
1991,4.3.1,0.0,193,04_03_01
1992,4.3.1,0.0,193,04_03_01
1993,4.3.1,0.0,193,04_03_01
1994,4.3.1,0.0,193,04_03_01
1995,4.3.1,0.0,193,04_03_01
1996,4.3.1,0.0,193,04_03_01
1997,4.3.1,0.0,193,04_03_01
1998,4.3.1,0.0,193,04_03_01
1999,4.3.1,0.0,193,04_03_01
2000,4.3.1,5.0,193,04_03_01
2001,4.3.1,6.0,193,04_03_01
2002,4.3.1,6.0,193,04_03_01
2003,4.3.1,8.0,193,04_03_01
2004,4.3.1,10.0,193,04_03_01
2005,4.3.1,13.0,193,04_03_01
2006,4.3.1,14.0,193,04_03_01
2007,4.3.1,48.0,193,04_03_01
2008,4.3.1,50.0,193,04_03_01
2009,4.3.1,52.0,193,04_03_01
2010,4.3.1,56.0,193,04_03_01
2011,4.3.1,59.0,193,04_03_01
2012,4.3.1,68.0,193,04_03_01
2013,4.3.1,62.0,193,04_03_01
2014,4.3.1,62.0,193,04_03_01
2015,4.3.1,61.0,193,04_03_01
2016,4.3.1,58.0,193,04_03_01
2017,4.3.1,25.0,193,04_03_01
2018,4.3.1,4.0,193,04_03_01
2019,4.3.1,0.0,193,04_03_01
2020,4.3.1,0.0,193,04_03_01
1990,4.4.1,0.0,193,04_04_01
1991,4.4.1,0.0,193,04_04_01
1992,4.4.1,0.0,193,04_04_01
1993,4.4.1,0.0,193,04_04_01
1994,4.4.1,0.0,193,04_04_01
1995,4.4.1,0.0,193,04_04_01
1996,4.4.1,0.0,193,04_04_01
1997,4.4.1,0.0,193,04_04_01
1998,4.4.1,0.0,193,04_04_01
1999,4.4.1,0.0,193,04_04_01
2000,4.4.1,0.0,193,04_04_01
2001,4.4.1,0.0,193,04_04_01
2002,4.4.1,0.0,193,04_04_01
2003,4.4.1,0.0,193,04_04_01
2004,4.4.1,0.0,193,04_04_01
2005,4.4.1,0.0,193,04_04_01
2006,4.4.1,0.0,193,04_04_01
2007,4.4.1,0.0,193,04_04_01
2008,4.4.1,0.0,193,04_04_01
2009,4.4.1,0.0,193,04_04_01
2010,4.4.1,0.0,193,04_04_01
2011,4.4.1,0.0,193,04_04_01
2012,4.4.1,0.0,193,04_04_01
2013,4.4.1,0.0,193,04_04_01
2014,4.4.1,45.0,193,04_04_01
2015,4.4.1,55.0,193,04_04_01
2016,4.4.1,59.0,193,04_04_01
2017,4.4.1,68.0,193,04_04_01
2018,4.4.1,43.0,193,04_04_01
2019,4.4.1,9.0,193,04_04_01
2020,4.4.1,0.0,193,04_04_01
1990,4.5.1,0.0,193,04_05_01
1991,4.5.1,0.0,193,04_05_01
1992,4.5.1,0.0,193,04_05_01
1993,4.5.1,0.0,193,04_05_01
1994,4.5.1,0.0,193,04_05_01
1995,4.5.1,24.0,193,04_05_01
1996,4.5.1,25.0,193,04_05_01
1997,4.5.1,25.0,193,04_05_01
1998,4.5.1,25.0,193,04_05_01
1999,4.5.1,31.0,193,04_05_01
2000,4.5.1,138.0,193,04_05_01
2001,4.5.1,150.0,193,04_05_01
2002,4.5.1,152.0,193,04_05_01
2003,4.5.1,160.0,193,04_05_01
2004,4.5.1,163.0,193,04_05_01
2005,4.5.1,170.0,193,04_05_01
2006,4.5.1,175.0,193,04_05_01
2007,4.5.1,178.0,193,04_05_01
2008,4.5.1,178.0,193,04_05_01
2009,4.5.1,179.0,193,04_05_01
2010,4.5.1,182.0,193,04_05_01
2011,4.5.1,184.0,193,04_05_01
2012,4.5.1,185.0,193,04_05_01
2013,4.5.1,183.0,193,04_05_01
2014,4.5.1,182.0,193,04_05_01
2015,4.5.1,179.0,193,04_05_01
2016,4.5.1,170.0,193,04_05_01
2017,4.5.1,154.0,193,04_05_01
2018,4.5.1,140.0,193,04_05_01
2019,4.5.1,6.0,193,04_05_01
2020,4.5.1,0.0,193,04_05_01
1990,4.6.1,0.0,193,04_06_01
1991,4.6.1,0.0,193,04_06_01
1992,4.6.1,0.0,193,04_06_01
1993,4.6.1,0.0,193,04_06_01
1994,4.6.1,0.0,193,04_06_01
1995,4.6.1,0.0,193,04_06_01
1996,4.6.1,0.0,193,04_06_01
1997,4.6.1,0.0,193,04_06_01
1998,4.6.1,0.0,193,04_06_01
1999,4.6.1,0.0,193,04_06_01
2000,4.6.1,0.0,193,04_06_01
2001,4.6.1,0.0,193,04_06_01
2002,4.6.1,0.0,193,04_06_01
2003,4.6.1,0.0,193,04_06_01
2004,4.6.1,0.0,193,04_06_01
2005,4.6.1,0.0,193,04_06_01
2006,4.6.1,2.0,193,04_06_01
2007,4.6.1,1.0,193,04_06_01
2008,4.6.1,1.0,193,04_06_01
2009,4.6.1,1.0,193,04_06_01
2010,4.6.1,1.0,193,04_06_01
2011,4.6.1,2.0,193,04_06_01
2012,4.6.1,25.0,193,04_06_01
2013,4.6.1,5.0,193,04_06_01
2014,4.6.1,2.0,193,04_06_01
2015,4.6.1,9.0,193,04_06_01
2016,4.6.1,2.0,193,04_06_01
2017,4.6.1,7.0,193,04_06_01
2018,4.6.1,0.0,193,04_06_01
2019,4.6.1,0.0,193,04_06_01
2020,4.6.1,0.0,193,04_06_01
1990,4.7.1,0.0,193,04_07_01
1991,4.7.1,0.0,193,04_07_01
1992,4.7.1,0.0,193,04_07_01
1993,4.7.1,0.0,193,04_07_01
1994,4.7.1,0.0,193,04_07_01
1995,4.7.1,0.0,193,04_07_01
1996,4.7.1,0.0,193,04_07_01
1997,4.7.1,0.0,193,04_07_01
1998,4.7.1,0.0,193,04_07_01
1999,4.7.1,0.0,193,04_07_01
2000,4.7.1,0.0,193,04_07_01
2001,4.7.1,0.0,193,04_07_01
2002,4.7.1,0.0,193,04_07_01
2003,4.7.1,0.0,193,04_07_01
2004,4.7.1,0.0,193,04_07_01
2005,4.7.1,0.0,193,04_07_01
2006,4.7.1,0.0,193,04_07_01
2007,4.7.1,0.0,193,04_07_01
2008,4.7.1,0.0,193,04_07_01
2009,4.7.1,0.0,193,04_07_01
2010,4.7.1,0.0,193,04_07_01
2011,4.7.1,0.0,193,04_07_01
2012,4.7.1,0.0,193,04_07_01
2013,4.7.1,0.0,193,04_07_01
2014,4.7.1,0.0,193,04_07_01
2015,4.7.1,0.0,193,04_07_01
2016,4.7.1,0.0,193,04_07_01
2017,4.7.1,0.0,193,04_07_01
2018,4.7.1,0.0,193,04_07_01
2019,4.7.1,0.0,193,04_07_01
2020,4.7.1,0.0,193,04_07_01
1990,4.a.1,0.0,193,04_0a_01
1991,4.a.1,0.0,193,04_0a_01
1992,4.a.1,0.0,193,04_0a_01
1993,4.a.1,0.0,193,04_0a_01
1994,4.a.1,0.0,193,04_0a_01
1995,4.a.1,0.0,193,04_0a_01
1996,4.a.1,0.0,193,04_0a_01
1997,4.a.1,0.0,193,04_0a_01
1998,4.a.1,0.0,193,04_0a_01
1999,4.a.1,0.0,193,04_0a_01
2000,4.a.1,15.0,193,04_0a_01
2001,4.a.1,16.0,193,04_0a_01
2002,4.a.1,16.0,193,04_0a_01
2003,4.a.1,17.0,193,04_0a_01
2004,4.a.1,17.0,193,04_0a_01
2005,4.a.1,17.0,193,04_0a_01
2006,4.a.1,17.0,193,04_0a_01
2007,4.a.1,18.0,193,04_0a_01
2008,4.a.1,18.0,193,04_0a_01
2009,4.a.1,25.0,193,04_0a_01
2010,4.a.1,39.0,193,04_0a_01
2011,4.a.1,45.0,193,04_0a_01
2012,4.a.1,54.0,193,04_0a_01
2013,4.a.1,60.0,193,04_0a_01
2014,4.a.1,59.0,193,04_0a_01
2015,4.a.1,62.0,193,04_0a_01
2016,4.a.1,114.0,193,04_0a_01
2017,4.a.1,88.0,193,04_0a_01
2018,4.a.1,75.0,193,04_0a_01
2019,4.a.1,5.0,193,04_0a_01
2020,4.a.1,0.0,193,04_0a_01
1990,4.b.1,0.0,143,04_0b_01
1991,4.b.1,0.0,143,04_0b_01
1992,4.b.1,0.0,143,04_0b_01
1993,4.b.1,0.0,143,04_0b_01
1994,4.b.1,0.0,143,04_0b_01
1995,4.b.1,0.0,143,04_0b_01
1996,4.b.1,0.0,143,04_0b_01
1997,4.b.1,0.0,143,04_0b_01
1998,4.b.1,0.0,143,04_0b_01
1999,4.b.1,0.0,143,04_0b_01
2000,4.b.1,0.0,143,04_0b_01
2001,4.b.1,0.0,143,04_0b_01
2002,4.b.1,0.0,143,04_0b_01
2003,4.b.1,0.0,143,04_0b_01
2004,4.b.1,0.0,143,04_0b_01
2005,4.b.1,0.0,143,04_0b_01
2006,4.b.1,127.0,143,04_0b_01
2007,4.b.1,134.0,143,04_0b_01
2008,4.b.1,140.0,143,04_0b_01
2009,4.b.1,141.0,143,04_0b_01
2010,4.b.1,141.0,143,04_0b_01
2011,4.b.1,138.0,143,04_0b_01
2012,4.b.1,138.0,143,04_0b_01
2013,4.b.1,138.0,143,04_0b_01
2014,4.b.1,137.0,143,04_0b_01
2015,4.b.1,137.0,143,04_0b_01
2016,4.b.1,137.0,143,04_0b_01
2017,4.b.1,137.0,143,04_0b_01
2018,4.b.1,134.0,143,04_0b_01
2019,4.b.1,0.0,143,04_0b_01
2020,4.b.1,0.0,143,04_0b_01
1990,4.c.1,0.0,193,04_0c_01
1991,4.c.1,0.0,193,04_0c_01
1992,4.c.1,0.0,193,04_0c_01
1993,4.c.1,0.0,193,04_0c_01
1994,4.c.1,0.0,193,04_0c_01
1995,4.c.1,0.0,193,04_0c_01
1996,4.c.1,0.0,193,04_0c_01
1997,4.c.1,0.0,193,04_0c_01
1998,4.c.1,0.0,193,04_0c_01
1999,4.c.1,0.0,193,04_0c_01
2000,4.c.1,55.0,193,04_0c_01
2001,4.c.1,64.0,193,04_0c_01
2002,4.c.1,69.0,193,04_0c_01
2003,4.c.1,75.0,193,04_0c_01
2004,4.c.1,77.0,193,04_0c_01
2005,4.c.1,83.0,193,04_0c_01
2006,4.c.1,89.0,193,04_0c_01
2007,4.c.1,98.0,193,04_0c_01
2008,4.c.1,97.0,193,04_0c_01
2009,4.c.1,99.0,193,04_0c_01
2010,4.c.1,101.0,193,04_0c_01
2011,4.c.1,99.0,193,04_0c_01
2012,4.c.1,103.0,193,04_0c_01
2013,4.c.1,100.0,193,04_0c_01
2014,4.c.1,100.0,193,04_0c_01
2015,4.c.1,99.0,193,04_0c_01
2016,4.c.1,94.0,193,04_0c_01
2017,4.c.1,83.0,193,04_0c_01
2018,4.c.1,68.0,193,04_0c_01
2019,4.c.1,4.0,193,04_0c_01
2020,4.c.1,0.0,193,04_0c_01
1990,5.1.1,0.0,193,05_01_01
1991,5.1.1,0.0,193,05_01_01
1992,5.1.1,0.0,193,05_01_01
1993,5.1.1,0.0,193,05_01_01
1994,5.1.1,0.0,193,05_01_01
1995,5.1.1,0.0,193,05_01_01
1996,5.1.1,0.0,193,05_01_01
1997,5.1.1,0.0,193,05_01_01
1998,5.1.1,0.0,193,05_01_01
1999,5.1.1,0.0,193,05_01_01
2000,5.1.1,0.0,193,05_01_01
2001,5.1.1,0.0,193,05_01_01
2002,5.1.1,0.0,193,05_01_01
2003,5.1.1,0.0,193,05_01_01
2004,5.1.1,0.0,193,05_01_01
2005,5.1.1,0.0,193,05_01_01
2006,5.1.1,0.0,193,05_01_01
2007,5.1.1,0.0,193,05_01_01
2008,5.1.1,0.0,193,05_01_01
2009,5.1.1,0.0,193,05_01_01
2010,5.1.1,0.0,193,05_01_01
2011,5.1.1,0.0,193,05_01_01
2012,5.1.1,0.0,193,05_01_01
2013,5.1.1,0.0,193,05_01_01
2014,5.1.1,0.0,193,05_01_01
2015,5.1.1,0.0,193,05_01_01
2016,5.1.1,0.0,193,05_01_01
2017,5.1.1,0.0,193,05_01_01
2018,5.1.1,52.0,193,05_01_01
2019,5.1.1,0.0,193,05_01_01
2020,5.1.1,0.0,193,05_01_01
1990,5.2.1,0.0,193,05_02_01
1991,5.2.1,0.0,193,05_02_01
1992,5.2.1,0.0,193,05_02_01
1993,5.2.1,0.0,193,05_02_01
1994,5.2.1,0.0,193,05_02_01
1995,5.2.1,0.0,193,05_02_01
1996,5.2.1,0.0,193,05_02_01
1997,5.2.1,0.0,193,05_02_01
1998,5.2.1,0.0,193,05_02_01
1999,5.2.1,0.0,193,05_02_01
2000,5.2.1,1.0,193,05_02_01
2001,5.2.1,0.0,193,05_02_01
2002,5.2.1,0.0,193,05_02_01
2003,5.2.1,0.0,193,05_02_01
2004,5.2.1,0.0,193,05_02_01
2005,5.2.1,2.0,193,05_02_01
2006,5.2.1,4.0,193,05_02_01
2007,5.2.1,3.0,193,05_02_01
2008,5.2.1,4.0,193,05_02_01
2009,5.2.1,4.0,193,05_02_01
2010,5.2.1,2.0,193,05_02_01
2011,5.2.1,3.0,193,05_02_01
2012,5.2.1,35.0,193,05_02_01
2013,5.2.1,7.0,193,05_02_01
2014,5.2.1,12.0,193,05_02_01
2015,5.2.1,8.0,193,05_02_01
2016,5.2.1,14.0,193,05_02_01
2017,5.2.1,7.0,193,05_02_01
2018,5.2.1,0.0,193,05_02_01
2019,5.2.1,0.0,193,05_02_01
2020,5.2.1,0.0,193,05_02_01
1990,5.2.2,0.0,193,05_02_02
1991,5.2.2,0.0,193,05_02_02
1992,5.2.2,0.0,193,05_02_02
1993,5.2.2,0.0,193,05_02_02
1994,5.2.2,0.0,193,05_02_02
1995,5.2.2,0.0,193,05_02_02
1996,5.2.2,0.0,193,05_02_02
1997,5.2.2,0.0,193,05_02_02
1998,5.2.2,0.0,193,05_02_02
1999,5.2.2,0.0,193,05_02_02
2000,5.2.2,0.0,193,05_02_02
2001,5.2.2,0.0,193,05_02_02
2002,5.2.2,0.0,193,05_02_02
2003,5.2.2,0.0,193,05_02_02
2004,5.2.2,0.0,193,05_02_02
2005,5.2.2,0.0,193,05_02_02
2006,5.2.2,0.0,193,05_02_02
2007,5.2.2,0.0,193,05_02_02
2008,5.2.2,0.0,193,05_02_02
2009,5.2.2,0.0,193,05_02_02
2010,5.2.2,0.0,193,05_02_02
2011,5.2.2,0.0,193,05_02_02
2012,5.2.2,0.0,193,05_02_02
2013,5.2.2,0.0,193,05_02_02
2014,5.2.2,0.0,193,05_02_02
2015,5.2.2,0.0,193,05_02_02
2016,5.2.2,0.0,193,05_02_02
2017,5.2.2,0.0,193,05_02_02
2018,5.2.2,0.0,193,05_02_02
2019,5.2.2,0.0,193,05_02_02
2020,5.2.2,0.0,193,05_02_02
1990,5.3.1,0.0,193,05_03_01
1991,5.3.1,0.0,193,05_03_01
1992,5.3.1,0.0,193,05_03_01
1993,5.3.1,0.0,193,05_03_01
1994,5.3.1,0.0,193,05_03_01
1995,5.3.1,0.0,193,05_03_01
1996,5.3.1,0.0,193,05_03_01
1997,5.3.1,0.0,193,05_03_01
1998,5.3.1,0.0,193,05_03_01
1999,5.3.1,0.0,193,05_03_01
2000,5.3.1,0.0,193,05_03_01
2001,5.3.1,0.0,193,05_03_01
2002,5.3.1,0.0,193,05_03_01
2003,5.3.1,0.0,193,05_03_01
2004,5.3.1,0.0,193,05_03_01
2005,5.3.1,1.0,193,05_03_01
2006,5.3.1,4.0,193,05_03_01
2007,5.3.1,3.0,193,05_03_01
2008,5.3.1,0.0,193,05_03_01
2009,5.3.1,2.0,193,05_03_01
2010,5.3.1,6.0,193,05_03_01
2011,5.3.1,6.0,193,05_03_01
2012,5.3.1,14.0,193,05_03_01
2013,5.3.1,7.0,193,05_03_01
2014,5.3.1,17.0,193,05_03_01
2015,5.3.1,13.0,193,05_03_01
2016,5.3.1,15.0,193,05_03_01
2017,5.3.1,12.0,193,05_03_01
2018,5.3.1,22.0,193,05_03_01
2019,5.3.1,2.0,193,05_03_01
2020,5.3.1,0.0,193,05_03_01
1990,5.3.2,0.0,71,05_03_02
1991,5.3.2,0.0,71,05_03_02
1992,5.3.2,0.0,71,05_03_02
1993,5.3.2,0.0,71,05_03_02
1994,5.3.2,0.0,71,05_03_02
1995,5.3.2,0.0,71,05_03_02
1996,5.3.2,0.0,71,05_03_02
1997,5.3.2,0.0,71,05_03_02
1998,5.3.2,0.0,71,05_03_02
1999,5.3.2,0.0,71,05_03_02
2000,5.3.2,0.0,71,05_03_02
2001,5.3.2,0.0,71,05_03_02
2002,5.3.2,0.0,71,05_03_02
2003,5.3.2,0.0,71,05_03_02
2004,5.3.2,1.0,71,05_03_02
2005,5.3.2,0.0,71,05_03_02
2006,5.3.2,1.0,71,05_03_02
2007,5.3.2,0.0,71,05_03_02
2008,5.3.2,0.0,71,05_03_02
2009,5.3.2,0.0,71,05_03_02
2010,5.3.2,3.0,71,05_03_02
2011,5.3.2,1.0,71,05_03_02
2012,5.3.2,2.0,71,05_03_02
2013,5.3.2,2.0,71,05_03_02
2014,5.3.2,3.0,71,05_03_02
2015,5.3.2,3.0,71,05_03_02
2016,5.3.2,4.0,71,05_03_02
2017,5.3.2,4.0,71,05_03_02
2018,5.3.2,5.0,71,05_03_02
2019,5.3.2,0.0,71,05_03_02
2020,5.3.2,0.0,71,05_03_02
1990,5.4.1,0.0,193,05_04_01
1991,5.4.1,0.0,193,05_04_01
1992,5.4.1,0.0,193,05_04_01
1993,5.4.1,0.0,193,05_04_01
1994,5.4.1,0.0,193,05_04_01
1995,5.4.1,0.0,193,05_04_01
1996,5.4.1,0.0,193,05_04_01
1997,5.4.1,0.0,193,05_04_01
1998,5.4.1,0.0,193,05_04_01
1999,5.4.1,0.0,193,05_04_01
2000,5.4.1,11.0,193,05_04_01
2001,5.4.1,21.0,193,05_04_01
2002,5.4.1,22.0,193,05_04_01
2003,5.4.1,30.0,193,05_04_01
2004,5.4.1,30.0,193,05_04_01
2005,5.4.1,33.0,193,05_04_01
2006,5.4.1,35.0,193,05_04_01
2007,5.4.1,37.0,193,05_04_01
2008,5.4.1,39.0,193,05_04_01
2009,5.4.1,41.0,193,05_04_01
2010,5.4.1,41.0,193,05_04_01
2011,5.4.1,34.0,193,05_04_01
2012,5.4.1,34.0,193,05_04_01
2013,5.4.1,31.0,193,05_04_01
2014,5.4.1,29.0,193,05_04_01
2015,5.4.1,24.0,193,05_04_01
2016,5.4.1,15.0,193,05_04_01
2017,5.4.1,9.0,193,05_04_01
2018,5.4.1,3.0,193,05_04_01
2019,5.4.1,0.0,193,05_04_01
2020,5.4.1,0.0,193,05_04_01
1990,5.5.1,0.0,193,05_05_01
1991,5.5.1,0.0,193,05_05_01
1992,5.5.1,0.0,193,05_05_01
1993,5.5.1,0.0,193,05_05_01
1994,5.5.1,0.0,193,05_05_01
1995,5.5.1,0.0,193,05_05_01
1996,5.5.1,0.0,193,05_05_01
1997,5.5.1,0.0,193,05_05_01
1998,5.5.1,0.0,193,05_05_01
1999,5.5.1,0.0,193,05_05_01
2000,5.5.1,174.0,193,05_05_01
2001,5.5.1,175.0,193,05_05_01
2002,5.5.1,175.0,193,05_05_01
2003,5.5.1,178.0,193,05_05_01
2004,5.5.1,180.0,193,05_05_01
2005,5.5.1,182.0,193,05_05_01
2006,5.5.1,186.0,193,05_05_01
2007,5.5.1,188.0,193,05_05_01
2008,5.5.1,188.0,193,05_05_01
2009,5.5.1,188.0,193,05_05_01
2010,5.5.1,188.0,193,05_05_01
2011,5.5.1,189.0,193,05_05_01
2012,5.5.1,190.0,193,05_05_01
2013,5.5.1,190.0,193,05_05_01
2014,5.5.1,190.0,193,05_05_01
2015,5.5.1,190.0,193,05_05_01
2016,5.5.1,191.0,193,05_05_01
2017,5.5.1,192.0,193,05_05_01
2018,5.5.1,192.0,193,05_05_01
2019,5.5.1,192.0,193,05_05_01
2020,5.5.1,191.0,193,05_05_01
1990,5.5.2,0.0,193,05_05_02
1991,5.5.2,0.0,193,05_05_02
1992,5.5.2,0.0,193,05_05_02
1993,5.5.2,0.0,193,05_05_02
1994,5.5.2,0.0,193,05_05_02
1995,5.5.2,0.0,193,05_05_02
1996,5.5.2,0.0,193,05_05_02
1997,5.5.2,0.0,193,05_05_02
1998,5.5.2,0.0,193,05_05_02
1999,5.5.2,0.0,193,05_05_02
2000,5.5.2,67.0,193,05_05_02
2001,5.5.2,82.0,193,05_05_02
2002,5.5.2,85.0,193,05_05_02
2003,5.5.2,90.0,193,05_05_02
2004,5.5.2,93.0,193,05_05_02
2005,5.5.2,100.0,193,05_05_02
2006,5.5.2,107.0,193,05_05_02
2007,5.5.2,107.0,193,05_05_02
2008,5.5.2,108.0,193,05_05_02
2009,5.5.2,112.0,193,05_05_02
2010,5.5.2,115.0,193,05_05_02
2011,5.5.2,112.0,193,05_05_02
2012,5.5.2,114.0,193,05_05_02
2013,5.5.2,112.0,193,05_05_02
2014,5.5.2,113.0,193,05_05_02
2015,5.5.2,109.0,193,05_05_02
2016,5.5.2,104.0,193,05_05_02
2017,5.5.2,101.0,193,05_05_02
2018,5.5.2,79.0,193,05_05_02
2019,5.5.2,1.0,193,05_05_02
2020,5.5.2,0.0,193,05_05_02
1990,5.6.1,0.0,193,05_06_01
1991,5.6.1,0.0,193,05_06_01
1992,5.6.1,0.0,193,05_06_01
1993,5.6.1,0.0,193,05_06_01
1994,5.6.1,0.0,193,05_06_01
1995,5.6.1,0.0,193,05_06_01
1996,5.6.1,0.0,193,05_06_01
1997,5.6.1,0.0,193,05_06_01
1998,5.6.1,0.0,193,05_06_01
1999,5.6.1,0.0,193,05_06_01
2000,5.6.1,0.0,193,05_06_01
2001,5.6.1,0.0,193,05_06_01
2002,5.6.1,0.0,193,05_06_01
2003,5.6.1,0.0,193,05_06_01
2004,5.6.1,0.0,193,05_06_01
2005,5.6.1,0.0,193,05_06_01
2006,5.6.1,6.0,193,05_06_01
2007,5.6.1,12.0,193,05_06_01
2008,5.6.1,12.0,193,05_06_01
2009,5.6.1,15.0,193,05_06_01
2010,5.6.1,20.0,193,05_06_01
2011,5.6.1,23.0,193,05_06_01
2012,5.6.1,30.0,193,05_06_01
2013,5.6.1,26.0,193,05_06_01
2014,5.6.1,25.0,193,05_06_01
2015,5.6.1,19.0,193,05_06_01
2016,5.6.1,19.0,193,05_06_01
2017,5.6.1,12.0,193,05_06_01
2018,5.6.1,9.0,193,05_06_01
2019,5.6.1,0.0,193,05_06_01
2020,5.6.1,0.0,193,05_06_01
1990,5.6.2,0.0,193,05_06_02
1991,5.6.2,0.0,193,05_06_02
1992,5.6.2,0.0,193,05_06_02
1993,5.6.2,0.0,193,05_06_02
1994,5.6.2,0.0,193,05_06_02
1995,5.6.2,0.0,193,05_06_02
1996,5.6.2,0.0,193,05_06_02
1997,5.6.2,0.0,193,05_06_02
1998,5.6.2,0.0,193,05_06_02
1999,5.6.2,0.0,193,05_06_02
2000,5.6.2,0.0,193,05_06_02
2001,5.6.2,0.0,193,05_06_02
2002,5.6.2,0.0,193,05_06_02
2003,5.6.2,0.0,193,05_06_02
2004,5.6.2,0.0,193,05_06_02
2005,5.6.2,0.0,193,05_06_02
2006,5.6.2,0.0,193,05_06_02
2007,5.6.2,0.0,193,05_06_02
2008,5.6.2,0.0,193,05_06_02
2009,5.6.2,0.0,193,05_06_02
2010,5.6.2,0.0,193,05_06_02
2011,5.6.2,0.0,193,05_06_02
2012,5.6.2,0.0,193,05_06_02
2013,5.6.2,0.0,193,05_06_02
2014,5.6.2,0.0,193,05_06_02
2015,5.6.2,0.0,193,05_06_02
2016,5.6.2,0.0,193,05_06_02
2017,5.6.2,0.0,193,05_06_02
2018,5.6.2,0.0,193,05_06_02
2019,5.6.2,105.0,193,05_06_02
2020,5.6.2,0.0,193,05_06_02
1990,5.a.1,0.0,193,05_0a_01
1991,5.a.1,0.0,193,05_0a_01
1992,5.a.1,0.0,193,05_0a_01
1993,5.a.1,0.0,193,05_0a_01
1994,5.a.1,0.0,193,05_0a_01
1995,5.a.1,0.0,193,05_0a_01
1996,5.a.1,0.0,193,05_0a_01
1997,5.a.1,0.0,193,05_0a_01
1998,5.a.1,0.0,193,05_0a_01
1999,5.a.1,0.0,193,05_0a_01
2000,5.a.1,0.0,193,05_0a_01
2001,5.a.1,0.0,193,05_0a_01
2002,5.a.1,0.0,193,05_0a_01
2003,5.a.1,0.0,193,05_0a_01
2004,5.a.1,0.0,193,05_0a_01
2005,5.a.1,0.0,193,05_0a_01
2006,5.a.1,0.0,193,05_0a_01
2007,5.a.1,0.0,193,05_0a_01
2008,5.a.1,0.0,193,05_0a_01
2009,5.a.1,1.0,193,05_0a_01
2010,5.a.1,0.0,193,05_0a_01
2011,5.a.1,0.0,193,05_0a_01
2012,5.a.1,1.0,193,05_0a_01
2013,5.a.1,0.0,193,05_0a_01
2014,5.a.1,3.0,193,05_0a_01
2015,5.a.1,1.0,193,05_0a_01
2016,5.a.1,3.0,193,05_0a_01
2017,5.a.1,2.0,193,05_0a_01
2018,5.a.1,2.0,193,05_0a_01
2019,5.a.1,1.0,193,05_0a_01
2020,5.a.1,0.0,193,05_0a_01
1990,5.a.2,0.0,193,05_0a_02
1991,5.a.2,0.0,193,05_0a_02
1992,5.a.2,0.0,193,05_0a_02
1993,5.a.2,0.0,193,05_0a_02
1994,5.a.2,0.0,193,05_0a_02
1995,5.a.2,0.0,193,05_0a_02
1996,5.a.2,0.0,193,05_0a_02
1997,5.a.2,0.0,193,05_0a_02
1998,5.a.2,0.0,193,05_0a_02
1999,5.a.2,0.0,193,05_0a_02
2000,5.a.2,0.0,193,05_0a_02
