year,indicator,num_countries,rel_count,_indicator
2000,15.b.1,0.0,193,15_0b_01
2001,15.b.1,0.0,193,15_0b_01
2002,15.b.1,132.0,193,15_0b_01
2003,15.b.1,151.0,193,15_0b_01
2004,15.b.1,151.0,193,15_0b_01
2005,15.b.1,158.0,193,15_0b_01
2006,15.b.1,161.0,193,15_0b_01
2007,15.b.1,163.0,193,15_0b_01
2008,15.b.1,162.0,193,15_0b_01
2009,15.b.1,162.0,193,15_0b_01
2010,15.b.1,164.0,193,15_0b_01
2011,15.b.1,163.0,193,15_0b_01
2012,15.b.1,164.0,193,15_0b_01
2013,15.b.1,166.0,193,15_0b_01
2014,15.b.1,165.0,193,15_0b_01
2015,15.b.1,165.0,193,15_0b_01
2016,15.b.1,165.0,193,15_0b_01
2017,15.b.1,164.0,193,15_0b_01
2018,15.b.1,159.0,193,15_0b_01
2019,15.b.1,0.0,193,15_0b_01
2020,15.b.1,0.0,193,15_0b_01
1990,15.c.1,0.0,193,15_0c_01
1991,15.c.1,0.0,193,15_0c_01
1992,15.c.1,0.0,193,15_0c_01
1993,15.c.1,0.0,193,15_0c_01
1994,15.c.1,0.0,193,15_0c_01
1995,15.c.1,0.0,193,15_0c_01
1996,15.c.1,0.0,193,15_0c_01
1997,15.c.1,0.0,193,15_0c_01
1998,15.c.1,0.0,193,15_0c_01
1999,15.c.1,0.0,193,15_0c_01
2000,15.c.1,0.0,193,15_0c_01
2001,15.c.1,0.0,193,15_0c_01
2002,15.c.1,0.0,193,15_0c_01
2003,15.c.1,0.0,193,15_0c_01
2004,15.c.1,0.0,193,15_0c_01
2005,15.c.1,0.0,193,15_0c_01
2006,15.c.1,0.0,193,15_0c_01
2007,15.c.1,0.0,193,15_0c_01
2008,15.c.1,0.0,193,15_0c_01
2009,15.c.1,0.0,193,15_0c_01
2010,15.c.1,0.0,193,15_0c_01
2011,15.c.1,0.0,193,15_0c_01
2012,15.c.1,0.0,193,15_0c_01
2013,15.c.1,0.0,193,15_0c_01
2014,15.c.1,0.0,193,15_0c_01
2015,15.c.1,0.0,193,15_0c_01
2016,15.c.1,0.0,193,15_0c_01
2017,15.c.1,0.0,193,15_0c_01
2018,15.c.1,0.0,193,15_0c_01
2019,15.c.1,0.0,193,15_0c_01
2020,15.c.1,0.0,193,15_0c_01
1990,16.1.1,33.0,193,16_01_01
1991,16.1.1,33.0,193,16_01_01
1992,16.1.1,35.0,193,16_01_01
1993,16.1.1,38.0,193,16_01_01
1994,16.1.1,41.0,193,16_01_01
1995,16.1.1,44.0,193,16_01_01
1996,16.1.1,48.0,193,16_01_01
1997,16.1.1,49.0,193,16_01_01
1998,16.1.1,50.0,193,16_01_01
1999,16.1.1,52.0,193,16_01_01
2000,16.1.1,58.0,193,16_01_01
2001,16.1.1,60.0,193,16_01_01
2002,16.1.1,60.0,193,16_01_01
2003,16.1.1,62.0,193,16_01_01
2004,16.1.1,72.0,193,16_01_01
2005,16.1.1,79.0,193,16_01_01
2006,16.1.1,85.0,193,16_01_01
2007,16.1.1,93.0,193,16_01_01
2008,16.1.1,99.0,193,16_01_01
2009,16.1.1,101.0,193,16_01_01
2010,16.1.1,103.0,193,16_01_01
2011,16.1.1,106.0,193,16_01_01
2012,16.1.1,104.0,193,16_01_01
2013,16.1.1,104.0,193,16_01_01
2014,16.1.1,107.0,193,16_01_01
2015,16.1.1,102.0,193,16_01_01
2016,16.1.1,96.0,193,16_01_01
2017,16.1.1,88.0,193,16_01_01
2018,16.1.1,69.0,193,16_01_01
2019,16.1.1,0.0,193,16_01_01
2020,16.1.1,0.0,193,16_01_01
1990,16.1.2,0.0,193,16_01_02
1991,16.1.2,0.0,193,16_01_02
1992,16.1.2,0.0,193,16_01_02
1993,16.1.2,0.0,193,16_01_02
1994,16.1.2,0.0,193,16_01_02
1995,16.1.2,0.0,193,16_01_02
1996,16.1.2,0.0,193,16_01_02
1997,16.1.2,0.0,193,16_01_02
1998,16.1.2,0.0,193,16_01_02
1999,16.1.2,0.0,193,16_01_02
2000,16.1.2,0.0,193,16_01_02
2001,16.1.2,0.0,193,16_01_02
2002,16.1.2,0.0,193,16_01_02
2003,16.1.2,0.0,193,16_01_02
2004,16.1.2,0.0,193,16_01_02
2005,16.1.2,0.0,193,16_01_02
2006,16.1.2,0.0,193,16_01_02
2007,16.1.2,0.0,193,16_01_02
2008,16.1.2,0.0,193,16_01_02
2009,16.1.2,0.0,193,16_01_02
2010,16.1.2,0.0,193,16_01_02
2011,16.1.2,0.0,193,16_01_02
2012,16.1.2,0.0,193,16_01_02
2013,16.1.2,0.0,193,16_01_02
2014,16.1.2,0.0,193,16_01_02
2015,16.1.2,0.0,193,16_01_02
2016,16.1.2,0.0,193,16_01_02
2017,16.1.2,0.0,193,16_01_02
2018,16.1.2,0.0,193,16_01_02
2019,16.1.2,0.0,193,16_01_02
2020,16.1.2,0.0,193,16_01_02
1990,16.1.3,0.0,193,16_01_03
1991,16.1.3,0.0,193,16_01_03
1992,16.1.3,0.0,193,16_01_03
1993,16.1.3,0.0,193,16_01_03
1994,16.1.3,0.0,193,16_01_03
1995,16.1.3,0.0,193,16_01_03
1996,16.1.3,0.0,193,16_01_03
1997,16.1.3,0.0,193,16_01_03
1998,16.1.3,0.0,193,16_01_03
1999,16.1.3,0.0,193,16_01_03
2000,16.1.3,0.0,193,16_01_03
2001,16.1.3,0.0,193,16_01_03
2002,16.1.3,0.0,193,16_01_03
2003,16.1.3,1.0,193,16_01_03
2004,16.1.3,4.0,193,16_01_03
2005,16.1.3,5.0,193,16_01_03
2006,16.1.3,10.0,193,16_01_03
2007,16.1.3,15.0,193,16_01_03
2008,16.1.3,21.0,193,16_01_03
2009,16.1.3,26.0,193,16_01_03
2010,16.1.3,30.0,193,16_01_03
2011,16.1.3,29.0,193,16_01_03
2012,16.1.3,27.0,193,16_01_03
2013,16.1.3,31.0,193,16_01_03
2014,16.1.3,30.0,193,16_01_03
2015,16.1.3,28.0,193,16_01_03
2016,16.1.3,29.0,193,16_01_03
2017,16.1.3,20.0,193,16_01_03
2018,16.1.3,16.0,193,16_01_03
2019,16.1.3,0.0,193,16_01_03
2020,16.1.3,0.0,193,16_01_03
1990,16.1.4,0.0,193,16_01_04
1991,16.1.4,0.0,193,16_01_04
1992,16.1.4,0.0,193,16_01_04
1993,16.1.4,0.0,193,16_01_04
1994,16.1.4,0.0,193,16_01_04
1995,16.1.4,0.0,193,16_01_04
1996,16.1.4,0.0,193,16_01_04
1997,16.1.4,0.0,193,16_01_04
1998,16.1.4,0.0,193,16_01_04
1999,16.1.4,0.0,193,16_01_04
2000,16.1.4,0.0,193,16_01_04
2001,16.1.4,0.0,193,16_01_04
2002,16.1.4,0.0,193,16_01_04
2003,16.1.4,0.0,193,16_01_04
2004,16.1.4,0.0,193,16_01_04
2005,16.1.4,0.0,193,16_01_04
2006,16.1.4,0.0,193,16_01_04
2007,16.1.4,0.0,193,16_01_04
2008,16.1.4,0.0,193,16_01_04
2009,16.1.4,0.0,193,16_01_04
2010,16.1.4,0.0,193,16_01_04
2011,16.1.4,0.0,193,16_01_04
2012,16.1.4,0.0,193,16_01_04
2013,16.1.4,11.0,193,16_01_04
2014,16.1.4,12.0,193,16_01_04
2015,16.1.4,13.0,193,16_01_04
2016,16.1.4,20.0,193,16_01_04
2017,16.1.4,16.0,193,16_01_04
2018,16.1.4,14.0,193,16_01_04
2019,16.1.4,0.0,193,16_01_04
2020,16.1.4,0.0,193,16_01_04
1990,16.2.1,0.0,193,16_02_01
1991,16.2.1,0.0,193,16_02_01
1992,16.2.1,0.0,193,16_02_01
1993,16.2.1,0.0,193,16_02_01
1994,16.2.1,0.0,193,16_02_01
1995,16.2.1,0.0,193,16_02_01
1996,16.2.1,0.0,193,16_02_01
1997,16.2.1,0.0,193,16_02_01
1998,16.2.1,0.0,193,16_02_01
1999,16.2.1,0.0,193,16_02_01
2000,16.2.1,0.0,193,16_02_01
2001,16.2.1,0.0,193,16_02_01
2002,16.2.1,0.0,193,16_02_01
2003,16.2.1,0.0,193,16_02_01
2004,16.2.1,0.0,193,16_02_01
2005,16.2.1,1.0,193,16_02_01
2006,16.2.1,4.0,193,16_02_01
2007,16.2.1,1.0,193,16_02_01
2008,16.2.1,2.0,193,16_02_01
2009,16.2.1,1.0,193,16_02_01
2010,16.2.1,1.0,193,16_02_01
2011,16.2.1,6.0,193,16_02_01
2012,16.2.1,8.0,193,16_02_01
2013,16.2.1,5.0,193,16_02_01
2014,16.2.1,14.0,193,16_02_01
2015,16.2.1,7.0,193,16_02_01
2016,16.2.1,11.0,193,16_02_01
2017,16.2.1,7.0,193,16_02_01
2018,16.2.1,12.0,193,16_02_01
2019,16.2.1,3.0,193,16_02_01
2020,16.2.1,0.0,193,16_02_01
1990,16.2.2,0.0,193,16_02_02
1991,16.2.2,0.0,193,16_02_02
1992,16.2.2,0.0,193,16_02_02
1993,16.2.2,0.0,193,16_02_02
1994,16.2.2,0.0,193,16_02_02
1995,16.2.2,0.0,193,16_02_02
1996,16.2.2,0.0,193,16_02_02
1997,16.2.2,0.0,193,16_02_02
1998,16.2.2,0.0,193,16_02_02
1999,16.2.2,0.0,193,16_02_02
2000,16.2.2,0.0,193,16_02_02
2001,16.2.2,0.0,193,16_02_02
2002,16.2.2,0.0,193,16_02_02
2003,16.2.2,7.0,193,16_02_02
2004,16.2.2,8.0,193,16_02_02
2005,16.2.2,15.0,193,16_02_02
2006,16.2.2,20.0,193,16_02_02
2007,16.2.2,69.0,193,16_02_02
2008,16.2.2,85.0,193,16_02_02
2009,16.2.2,96.0,193,16_02_02
2010,16.2.2,108.0,193,16_02_02
2011,16.2.2,109.0,193,16_02_02
2012,16.2.2,114.0,193,16_02_02
2013,16.2.2,115.0,193,16_02_02
2014,16.2.2,116.0,193,16_02_02
2015,16.2.2,112.0,193,16_02_02
2016,16.2.2,104.0,193,16_02_02
2017,16.2.2,91.0,193,16_02_02
2018,16.2.2,50.0,193,16_02_02
2019,16.2.2,0.0,193,16_02_02
2020,16.2.2,0.0,193,16_02_02
1990,16.2.3,0.0,193,16_02_03
1991,16.2.3,0.0,193,16_02_03
1992,16.2.3,0.0,193,16_02_03
1993,16.2.3,0.0,193,16_02_03
1994,16.2.3,0.0,193,16_02_03
1995,16.2.3,0.0,193,16_02_03
1996,16.2.3,0.0,193,16_02_03
1997,16.2.3,0.0,193,16_02_03
1998,16.2.3,0.0,193,16_02_03
1999,16.2.3,0.0,193,16_02_03
2000,16.2.3,0.0,193,16_02_03
2001,16.2.3,0.0,193,16_02_03
2002,16.2.3,0.0,193,16_02_03
2003,16.2.3,0.0,193,16_02_03
2004,16.2.3,0.0,193,16_02_03
2005,16.2.3,1.0,193,16_02_03
2006,16.2.3,1.0,193,16_02_03
2007,16.2.3,2.0,193,16_02_03
2008,16.2.3,1.0,193,16_02_03
2009,16.2.3,1.0,193,16_02_03
2010,16.2.3,0.0,193,16_02_03
2011,16.2.3,1.0,193,16_02_03
2012,16.2.3,4.0,193,16_02_03
2013,16.2.3,4.0,193,16_02_03
2014,16.2.3,4.0,193,16_02_03
2015,16.2.3,9.0,193,16_02_03
2016,16.2.3,10.0,193,16_02_03
2017,16.2.3,7.0,193,16_02_03
2018,16.2.3,5.0,193,16_02_03
2019,16.2.3,1.0,193,16_02_03
2020,16.2.3,0.0,193,16_02_03
1990,16.3.1,0.0,193,16_03_01
1991,16.3.1,0.0,193,16_03_01
1992,16.3.1,0.0,193,16_03_01
1993,16.3.1,0.0,193,16_03_01
1994,16.3.1,0.0,193,16_03_01
1995,16.3.1,0.0,193,16_03_01
1996,16.3.1,0.0,193,16_03_01
1997,16.3.1,0.0,193,16_03_01
1998,16.3.1,0.0,193,16_03_01
1999,16.3.1,0.0,193,16_03_01
2000,16.3.1,0.0,193,16_03_01
2001,16.3.1,0.0,193,16_03_01
2002,16.3.1,0.0,193,16_03_01
2003,16.3.1,0.0,193,16_03_01
2004,16.3.1,1.0,193,16_03_01
2005,16.3.1,1.0,193,16_03_01
2006,16.3.1,6.0,193,16_03_01
2007,16.3.1,11.0,193,16_03_01
2008,16.3.1,16.0,193,16_03_01
2009,16.3.1,21.0,193,16_03_01
2010,16.3.1,20.0,193,16_03_01
2011,16.3.1,20.0,193,16_03_01
2012,16.3.1,21.0,193,16_03_01
2013,16.3.1,24.0,193,16_03_01
2014,16.3.1,21.0,193,16_03_01
2015,16.3.1,20.0,193,16_03_01
2016,16.3.1,19.0,193,16_03_01
2017,16.3.1,13.0,193,16_03_01
2018,16.3.1,10.0,193,16_03_01
2019,16.3.1,0.0,193,16_03_01
2020,16.3.1,0.0,193,16_03_01
1990,16.3.2,0.0,193,16_03_02
1991,16.3.2,0.0,193,16_03_02
1992,16.3.2,0.0,193,16_03_02
1993,16.3.2,0.0,193,16_03_02
1994,16.3.2,0.0,193,16_03_02
1995,16.3.2,0.0,193,16_03_02
1996,16.3.2,0.0,193,16_03_02
1997,16.3.2,0.0,193,16_03_02
1998,16.3.2,0.0,193,16_03_02
1999,16.3.2,0.0,193,16_03_02
2000,16.3.2,0.0,193,16_03_02
2001,16.3.2,0.0,193,16_03_02
2002,16.3.2,0.0,193,16_03_02
2003,16.3.2,0.0,193,16_03_02
2004,16.3.2,0.0,193,16_03_02
2005,16.3.2,144.0,193,16_03_02
2006,16.3.2,144.0,193,16_03_02
2007,16.3.2,144.0,193,16_03_02
2008,16.3.2,144.0,193,16_03_02
2009,16.3.2,144.0,193,16_03_02
2010,16.3.2,144.0,193,16_03_02
2011,16.3.2,144.0,193,16_03_02
2012,16.3.2,144.0,193,16_03_02
2013,16.3.2,144.0,193,16_03_02
2014,16.3.2,144.0,193,16_03_02
2015,16.3.2,144.0,193,16_03_02
2016,16.3.2,144.0,193,16_03_02
2017,16.3.2,144.0,193,16_03_02
2018,16.3.2,144.0,193,16_03_02
2019,16.3.2,0.0,193,16_03_02
2020,16.3.2,0.0,193,16_03_02
1990,16.3.3,0.0,193,16_03_03
1991,16.3.3,0.0,193,16_03_03
1992,16.3.3,0.0,193,16_03_03
1993,16.3.3,0.0,193,16_03_03
1994,16.3.3,0.0,193,16_03_03
1995,16.3.3,0.0,193,16_03_03
1996,16.3.3,0.0,193,16_03_03
1997,16.3.3,0.0,193,16_03_03
1998,16.3.3,0.0,193,16_03_03
1999,16.3.3,0.0,193,16_03_03
2000,16.3.3,0.0,193,16_03_03
2001,16.3.3,0.0,193,16_03_03
2002,16.3.3,0.0,193,16_03_03
2003,16.3.3,0.0,193,16_03_03
2004,16.3.3,0.0,193,16_03_03
2005,16.3.3,0.0,193,16_03_03
2006,16.3.3,0.0,193,16_03_03
2007,16.3.3,0.0,193,16_03_03
2008,16.3.3,0.0,193,16_03_03
2009,16.3.3,0.0,193,16_03_03
2010,16.3.3,0.0,193,16_03_03
2011,16.3.3,0.0,193,16_03_03
2012,16.3.3,0.0,193,16_03_03
2013,16.3.3,0.0,193,16_03_03
2014,16.3.3,0.0,193,16_03_03
2015,16.3.3,0.0,193,16_03_03
2016,16.3.3,0.0,193,16_03_03
2017,16.3.3,0.0,193,16_03_03
2018,16.3.3,0.0,193,16_03_03
2019,16.3.3,0.0,193,16_03_03
2020,16.3.3,0.0,193,16_03_03
1990,16.4.1,0.0,193,16_04_01
1991,16.4.1,0.0,193,16_04_01
1992,16.4.1,0.0,193,16_04_01
1993,16.4.1,0.0,193,16_04_01
1994,16.4.1,0.0,193,16_04_01
1995,16.4.1,0.0,193,16_04_01
1996,16.4.1,0.0,193,16_04_01
1997,16.4.1,0.0,193,16_04_01
1998,16.4.1,0.0,193,16_04_01
1999,16.4.1,0.0,193,16_04_01
2000,16.4.1,0.0,193,16_04_01
2001,16.4.1,0.0,193,16_04_01
2002,16.4.1,0.0,193,16_04_01
2003,16.4.1,0.0,193,16_04_01
2004,16.4.1,0.0,193,16_04_01
2005,16.4.1,0.0,193,16_04_01
2006,16.4.1,0.0,193,16_04_01
2007,16.4.1,0.0,193,16_04_01
2008,16.4.1,0.0,193,16_04_01
2009,16.4.1,0.0,193,16_04_01
2010,16.4.1,0.0,193,16_04_01
2011,16.4.1,0.0,193,16_04_01
2012,16.4.1,0.0,193,16_04_01
2013,16.4.1,0.0,193,16_04_01
2014,16.4.1,0.0,193,16_04_01
2015,16.4.1,0.0,193,16_04_01
2016,16.4.1,0.0,193,16_04_01
2017,16.4.1,0.0,193,16_04_01
2018,16.4.1,0.0,193,16_04_01
2019,16.4.1,0.0,193,16_04_01
2020,16.4.1,0.0,193,16_04_01
1990,16.4.2,0.0,193,16_04_02
1991,16.4.2,0.0,193,16_04_02
1992,16.4.2,0.0,193,16_04_02
1993,16.4.2,0.0,193,16_04_02
1994,16.4.2,0.0,193,16_04_02
1995,16.4.2,0.0,193,16_04_02
1996,16.4.2,0.0,193,16_04_02
1997,16.4.2,0.0,193,16_04_02
1998,16.4.2,0.0,193,16_04_02
1999,16.4.2,0.0,193,16_04_02
2000,16.4.2,0.0,193,16_04_02
2001,16.4.2,0.0,193,16_04_02
2002,16.4.2,0.0,193,16_04_02
2003,16.4.2,0.0,193,16_04_02
2004,16.4.2,0.0,193,16_04_02
2005,16.4.2,0.0,193,16_04_02
2006,16.4.2,0.0,193,16_04_02
2007,16.4.2,0.0,193,16_04_02
2008,16.4.2,0.0,193,16_04_02
2009,16.4.2,0.0,193,16_04_02
2010,16.4.2,0.0,193,16_04_02
2011,16.4.2,0.0,193,16_04_02
2012,16.4.2,0.0,193,16_04_02
2013,16.4.2,0.0,193,16_04_02
2014,16.4.2,0.0,193,16_04_02
2015,16.4.2,0.0,193,16_04_02
2016,16.4.2,0.0,193,16_04_02
2017,16.4.2,0.0,193,16_04_02
2018,16.4.2,0.0,193,16_04_02
2019,16.4.2,0.0,193,16_04_02
2020,16.4.2,0.0,193,16_04_02
1990,16.5.1,0.0,193,16_05_01
1991,16.5.1,0.0,193,16_05_01
1992,16.5.1,0.0,193,16_05_01
1993,16.5.1,0.0,193,16_05_01
1994,16.5.1,0.0,193,16_05_01
1995,16.5.1,0.0,193,16_05_01
1996,16.5.1,0.0,193,16_05_01
1997,16.5.1,0.0,193,16_05_01
1998,16.5.1,0.0,193,16_05_01
1999,16.5.1,0.0,193,16_05_01
2000,16.5.1,0.0,193,16_05_01
2001,16.5.1,0.0,193,16_05_01
2002,16.5.1,0.0,193,16_05_01
2003,16.5.1,0.0,193,16_05_01
2004,16.5.1,2.0,193,16_05_01
2005,16.5.1,3.0,193,16_05_01
2006,16.5.1,5.0,193,16_05_01
2007,16.5.1,5.0,193,16_05_01
2008,16.5.1,6.0,193,16_05_01
2009,16.5.1,9.0,193,16_05_01
2010,16.5.1,16.0,193,16_05_01
2011,16.5.1,8.0,193,16_05_01
2012,16.5.1,6.0,193,16_05_01
2013,16.5.1,8.0,193,16_05_01
2014,16.5.1,10.0,193,16_05_01
2015,16.5.1,6.0,193,16_05_01
2016,16.5.1,11.0,193,16_05_01
2017,16.5.1,5.0,193,16_05_01
2018,16.5.1,5.0,193,16_05_01
2019,16.5.1,0.0,193,16_05_01
2020,16.5.1,0.0,193,16_05_01
1990,16.5.2,0.0,193,16_05_02
1991,16.5.2,0.0,193,16_05_02
1992,16.5.2,0.0,193,16_05_02
1993,16.5.2,0.0,193,16_05_02
1994,16.5.2,0.0,193,16_05_02
1995,16.5.2,0.0,193,16_05_02
1996,16.5.2,0.0,193,16_05_02
1997,16.5.2,0.0,193,16_05_02
1998,16.5.2,0.0,193,16_05_02
1999,16.5.2,0.0,193,16_05_02
2000,16.5.2,0.0,193,16_05_02
2001,16.5.2,0.0,193,16_05_02
2002,16.5.2,0.0,193,16_05_02
2003,16.5.2,0.0,193,16_05_02
2004,16.5.2,0.0,193,16_05_02
2005,16.5.2,0.0,193,16_05_02
2006,16.5.2,28.0,193,16_05_02
2007,16.5.2,40.0,193,16_05_02
2008,16.5.2,46.0,193,16_05_02
2009,16.5.2,96.0,193,16_05_02
2010,16.5.2,100.0,193,16_05_02
2011,16.5.2,86.0,193,16_05_02
2012,16.5.2,83.0,193,16_05_02
2013,16.5.2,89.0,193,16_05_02
2014,16.5.2,49.0,193,16_05_02
2015,16.5.2,42.0,193,16_05_02
2016,16.5.2,34.0,193,16_05_02
2017,16.5.2,17.0,193,16_05_02
2018,16.5.2,6.0,193,16_05_02
2019,16.5.2,0.0,193,16_05_02
2020,16.5.2,0.0,193,16_05_02
1990,16.6.1,0.0,193,16_06_01
1991,16.6.1,0.0,193,16_06_01
1992,16.6.1,0.0,193,16_06_01
1993,16.6.1,0.0,193,16_06_01
1994,16.6.1,0.0,193,16_06_01
1995,16.6.1,0.0,193,16_06_01
1996,16.6.1,0.0,193,16_06_01
1997,16.6.1,0.0,193,16_06_01
1998,16.6.1,0.0,193,16_06_01
1999,16.6.1,0.0,193,16_06_01
2000,16.6.1,0.0,193,16_06_01
2001,16.6.1,0.0,193,16_06_01
2002,16.6.1,0.0,193,16_06_01
2003,16.6.1,0.0,193,16_06_01
2004,16.6.1,3.0,193,16_06_01
2005,16.6.1,10.0,193,16_06_01
2006,16.6.1,25.0,193,16_06_01
2007,16.6.1,60.0,193,16_06_01
2008,16.6.1,65.0,193,16_06_01
2009,16.6.1,72.0,193,16_06_01
2010,16.6.1,74.0,193,16_06_01
2011,16.6.1,76.0,193,16_06_01
2012,16.6.1,67.0,193,16_06_01
2013,16.6.1,62.0,193,16_06_01
2014,16.6.1,54.0,193,16_06_01
2015,16.6.1,47.0,193,16_06_01
2016,16.6.1,38.0,193,16_06_01
2017,16.6.1,7.0,193,16_06_01
2018,16.6.1,0.0,193,16_06_01
2019,16.6.1,0.0,193,16_06_01
2020,16.6.1,0.0,193,16_06_01
1990,16.6.2,0.0,193,16_06_02
1991,16.6.2,0.0,193,16_06_02
1992,16.6.2,0.0,193,16_06_02
1993,16.6.2,0.0,193,16_06_02
1994,16.6.2,0.0,193,16_06_02
1995,16.6.2,0.0,193,16_06_02
1996,16.6.2,0.0,193,16_06_02
1997,16.6.2,0.0,193,16_06_02
1998,16.6.2,0.0,193,16_06_02
1999,16.6.2,0.0,193,16_06_02
2000,16.6.2,0.0,193,16_06_02
2001,16.6.2,0.0,193,16_06_02
2002,16.6.2,0.0,193,16_06_02
2003,16.6.2,0.0,193,16_06_02
2004,16.6.2,0.0,193,16_06_02
2005,16.6.2,0.0,193,16_06_02
2006,16.6.2,0.0,193,16_06_02
2007,16.6.2,0.0,193,16_06_02
2008,16.6.2,0.0,193,16_06_02
2009,16.6.2,0.0,193,16_06_02
2010,16.6.2,0.0,193,16_06_02
2011,16.6.2,0.0,193,16_06_02
2012,16.6.2,0.0,193,16_06_02
2013,16.6.2,0.0,193,16_06_02
2014,16.6.2,0.0,193,16_06_02
2015,16.6.2,0.0,193,16_06_02
2016,16.6.2,0.0,193,16_06_02
2017,16.6.2,0.0,193,16_06_02
2018,16.6.2,0.0,193,16_06_02
2019,16.6.2,0.0,193,16_06_02
2020,16.6.2,0.0,193,16_06_02
1990,16.7.1,0.0,193,16_07_01
1991,16.7.1,0.0,193,16_07_01
1992,16.7.1,0.0,193,16_07_01
1993,16.7.1,0.0,193,16_07_01
1994,16.7.1,0.0,193,16_07_01
1995,16.7.1,0.0,193,16_07_01
1996,16.7.1,0.0,193,16_07_01
1997,16.7.1,0.0,193,16_07_01
1998,16.7.1,0.0,193,16_07_01
1999,16.7.1,0.0,193,16_07_01
2000,16.7.1,0.0,193,16_07_01
2001,16.7.1,0.0,193,16_07_01
2002,16.7.1,0.0,193,16_07_01
2003,16.7.1,0.0,193,16_07_01
2004,16.7.1,0.0,193,16_07_01
2005,16.7.1,0.0,193,16_07_01
2006,16.7.1,0.0,193,16_07_01
2007,16.7.1,0.0,193,16_07_01
2008,16.7.1,0.0,193,16_07_01
2009,16.7.1,0.0,193,16_07_01
2010,16.7.1,0.0,193,16_07_01
2011,16.7.1,0.0,193,16_07_01
2012,16.7.1,0.0,193,16_07_01
2013,16.7.1,0.0,193,16_07_01
2014,16.7.1,0.0,193,16_07_01
2015,16.7.1,0.0,193,16_07_01
2016,16.7.1,0.0,193,16_07_01
2017,16.7.1,0.0,193,16_07_01
2018,16.7.1,0.0,193,16_07_01
2019,16.7.1,0.0,193,16_07_01
2020,16.7.1,192.0,193,16_07_01
1990,16.7.2,0.0,193,16_07_02
1991,16.7.2,0.0,193,16_07_02
1992,16.7.2,0.0,193,16_07_02
1993,16.7.2,0.0,193,16_07_02
1994,16.7.2,0.0,193,16_07_02
1995,16.7.2,0.0,193,16_07_02
1996,16.7.2,0.0,193,16_07_02
1997,16.7.2,0.0,193,16_07_02
1998,16.7.2,0.0,193,16_07_02
1999,16.7.2,0.0,193,16_07_02
2000,16.7.2,0.0,193,16_07_02
2001,16.7.2,0.0,193,16_07_02
2002,16.7.2,0.0,193,16_07_02
2003,16.7.2,0.0,193,16_07_02
2004,16.7.2,0.0,193,16_07_02
2005,16.7.2,0.0,193,16_07_02
2006,16.7.2,0.0,193,16_07_02
2007,16.7.2,0.0,193,16_07_02
2008,16.7.2,0.0,193,16_07_02
2009,16.7.2,0.0,193,16_07_02
2010,16.7.2,0.0,193,16_07_02
2011,16.7.2,0.0,193,16_07_02
2012,16.7.2,0.0,193,16_07_02
2013,16.7.2,0.0,193,16_07_02
2014,16.7.2,0.0,193,16_07_02
2015,16.7.2,0.0,193,16_07_02
2016,16.7.2,0.0,193,16_07_02
2017,16.7.2,0.0,193,16_07_02
2018,16.7.2,0.0,193,16_07_02
2019,16.7.2,0.0,193,16_07_02
2020,16.7.2,0.0,193,16_07_02
1990,16.8.1,0.0,143,16_08_01
1991,16.8.1,0.0,143,16_08_01
1992,16.8.1,0.0,143,16_08_01
1993,16.8.1,0.0,143,16_08_01
1994,16.8.1,0.0,143,16_08_01
1995,16.8.1,0.0,143,16_08_01
1996,16.8.1,0.0,143,16_08_01
1997,16.8.1,0.0,143,16_08_01
1998,16.8.1,0.0,143,16_08_01
1999,16.8.1,0.0,143,16_08_01
2000,16.8.1,192.0,143,16_08_01
2001,16.8.1,192.0,143,16_08_01
2002,16.8.1,192.0,143,16_08_01
2003,16.8.1,192.0,143,16_08_01
2004,16.8.1,192.0,143,16_08_01
2005,16.8.1,192.0,143,16_08_01
2006,16.8.1,192.0,143,16_08_01
2007,16.8.1,192.0,143,16_08_01
2008,16.8.1,192.0,143,16_08_01
2009,16.8.1,192.0,143,16_08_01
2010,16.8.1,192.0,143,16_08_01
2011,16.8.1,192.0,143,16_08_01
2012,16.8.1,192.0,143,16_08_01
2013,16.8.1,192.0,143,16_08_01
2014,16.8.1,192.0,143,16_08_01
2015,16.8.1,192.0,143,16_08_01
2016,16.8.1,192.0,143,16_08_01
2017,16.8.1,192.0,143,16_08_01
2018,16.8.1,192.0,143,16_08_01
2019,16.8.1,192.0,143,16_08_01
2020,16.8.1,0.0,143,16_08_01
1990,16.9.1,0.0,193,16_09_01
1991,16.9.1,0.0,193,16_09_01
1992,16.9.1,0.0,193,16_09_01
1993,16.9.1,0.0,193,16_09_01
1994,16.9.1,0.0,193,16_09_01
1995,16.9.1,0.0,193,16_09_01
1996,16.9.1,0.0,193,16_09_01
1997,16.9.1,0.0,193,16_09_01
1998,16.9.1,0.0,193,16_09_01
1999,16.9.1,0.0,193,16_09_01
2000,16.9.1,0.0,193,16_09_01
2001,16.9.1,0.0,193,16_09_01
2002,16.9.1,0.0,193,16_09_01
2003,16.9.1,0.0,193,16_09_01
2004,16.9.1,0.0,193,16_09_01
2005,16.9.1,0.0,193,16_09_01
2006,16.9.1,6.0,193,16_09_01
2007,16.9.1,2.0,193,16_09_01
2008,16.9.1,0.0,193,16_09_01
2009,16.9.1,3.0,193,16_09_01
2010,16.9.1,7.0,193,16_09_01
2011,16.9.1,5.0,193,16_09_01
